,A0,B0,C0
450,-1744.7543412526247,-1805.2689692682789,-1682.324637118363
451,-1661.2574935815837,-1694.9884998288792,-1721.7625392229024
452,-1699.42750989306,-1700.3608381706817,-1749.8067915244872
453,-1686.0288444327782,-1657.5293901466948,-6494.997076081955
454,-6135.056726060539,-1779.5784083120266,-1723.807343261535
455,-1834.9793969864675,-1769.066967614136,-1779.1187247307178
456,-1740.8338187342356,-1738.3413075053156,-1781.7724140603555
457,-1727.9677022249907,-1770.6800198005812,-1767.0362005726283
458,-1804.5004859104392,-1816.7422630960148,-1791.6099883659733
459,-1835.660924557495,-1752.6943211998287,-1777.1893226620252
460,-1679.516985552884,-1670.5362168719632,-1710.073111915271
461,-1655.4932883674685,-1704.4046360112961,-1649.5558053803861
462,-1753.8543679725224,-1764.538259586467,-1651.5973546919304
463,-1693.8656161424444,-1707.623973383345,-1677.87420889766
464,-1709.3890586973089,-1722.013539318122,-1720.7168260129333
465,-8738.87681791159,-1769.9504177798526,-1752.4272238558806
466,-1706.326649585624,-1738.647491891034,-1652.130000644608
467,-1703.9695626252285,-1806.1042782137954,-1703.790105269501
468,-1689.6065258899264,-1721.495202636944,-1735.8959129474256
469,-1677.9925174397756,-1748.3101752206137,-1752.8682609924651
470,-1745.8565695351915,-1710.5961309915103,-1663.8585076215315
471,-1751.6755260328155,-1658.5930326079645,-1778.2135932237193
472,-1700.2461464538583,-1697.9597872296797,-1773.5968722451187
473,-1721.535692948621,-1816.3410170307857,-1680.5787743774179
474,-1635.123872251192,-1741.32100818176,-1652.4796791101226
475,-1637.5134242830247,-1654.57911522956,-1701.7778875009847
476,-1692.7892202792243,-1686.2480343582645,-1676.6382060096012
477,-1672.8956943371668,-1728.4250893778171,-1752.7428632041087
478,-1687.352884758543,-1706.3711526910047,-1690.9545704439356
479,-1758.008529336475,-1861.071614518084,-1829.546546846712
480,-1850.2599840932205,-1740.334353775046,-1771.626371321893
481,-1730.418417993673,-1746.768733026632,-1740.510041819813
482,-1681.094211854369,-1733.6152858088574,-1683.862871428841
483,-1717.7037605194316,-1648.3121170197765,-1738.8809157689495
484,-1752.952069516206,-1793.827116463025,-2005.0759346633238
485,-1776.0443676126424,-1667.9214842191845,-1639.661332076512
486,-1730.316232122932,-1645.9518594009082,-1720.2804217202795
487,-1669.0576028032478,-1687.5344237415243,-1709.6430533996886
488,-1760.8223852213523,-1638.9633725433455,-1602.6486587299155
489,-1751.1512065646652,-1681.7558142030641,-1698.375745619673
490,-1642.8480080360853,-1735.4403355318318,-1689.805731164236
491,-1668.5127335330653,-1630.0134874826317,-1663.5132313341182
492,-1777.2152127540814,-1729.0273390568238,-1639.5981768733386
493,-1733.5883197900532,-1677.9715482699864,-1650.349117771624
494,-1669.6410385734262,-1671.7829553012418,-1640.1125140950428
495,-1636.5677344967842,-1618.2720512006144,-1612.838883548808
496,-1681.8624827523797,-1688.328835255939,-1715.5274940707736
497,-1687.4762747691686,-1687.7102160607856,-1681.5735031628592
498,-1609.8153481968432,-1664.2052534703646,-1681.682201004315
499,-1695.179906597709,-1651.9408652363288,-1727.48756690682
500,-1661.090974765715,-1657.6049200755676,-1706.9102480735696
501,-1660.0234623237645,-1735.804676334832,-1630.0011103614713
502,-1730.609607982354,-1726.4431531146504,-1761.2979160587654
503,-1614.0993764204748,-1630.661195794926,-1650.4913216046768
504,-1572.34916485146,-1730.225421400929,-1631.1954687143325
505,-1653.9314278307734,-1620.811835859128,-1624.591302401434
506,-1701.4565602159269,-1711.6047400147897,-1674.8236295017991
507,-1714.5082501940985,-1670.932451782835,-1737.430581096403
508,-1716.8349909509102,-1710.6045970285886,-1616.9276357526505
509,-1633.8069082639424,-1643.7438727840279,-1706.78333605626
510,-1635.9316773744117,-1664.5565448220625,-1708.2619327531952
511,-1641.2920773127678,-1634.302112708394,-1837.5652835111637
512,-1706.1257085405064,-1742.3562566309784,-1724.8204735287104
513,-1820.237422735719,-7487.838170412789,-1877.3299807541132
514,-1771.1095656292543,-1758.6078846938435,-1750.9582444058808
515,-1712.6278808079676,-1710.271708974444,-1705.982107034549
516,-1706.648058255267,-1624.5043852146343,-1707.850385049448
517,-1731.2942927626852,-1768.3411419098732,-1692.304109906487
518,-1714.7637952276093,-1661.6239834841597,-1760.6511178068308
519,-1675.5371603456063,-1679.700395495646,-1689.873043925002
520,-2214.5321848994904,-1581.0445321143188,-1643.733948626319
521,-1665.839583303324,-1777.4347451878775,-1759.9916508892638
522,-1779.0591482595403,-2011.3749147051929,-1760.4255325433
523,-1702.7504635126818,-1655.8984311992435,-1683.6554093226266
524,-1650.0280038601493,-1656.5411116818773,-1644.9546336380388
525,-1640.4717161421047,-1685.1068598495845,-1701.6460916923847
526,-1709.9344626801842,-1715.7217841142929,-1698.4784003507932
527,-1702.4982397189988,-1727.683765243953,-1683.8530464170785
528,-1656.3492329116714,-1768.100582406098,-1760.330708816337
529,-1750.6082738831287,-1733.0921831628705,-1681.746165058409
530,-1759.1700496944757,-1662.8031247291678,-1698.3194353795664
531,-1781.104485788576,-1772.7377648062163,-1762.7243414457132
532,-1782.2219420906931,-1748.469211631901,-1836.730370599936
533,-1799.3995587507352,-1905.2904279548654,-1821.131235381452
534,-1862.0594840896738,-1865.589250319611,-1804.6465494616461
535,-1840.37851371867,-1799.3078594411616,-1775.606806820156
536,-1696.251424158775,-1773.5483353571071,-1818.6753856676705
537,-1869.6806163264125,-1820.2150307962042,-1862.750146181807
538,-1832.9805261308884,-1734.7565533462252,-1786.572103595089
539,-1717.9000123591886,-1752.702375828547,-1664.0433907912857
540,-1722.4551835703378,-1758.1686557662458,-1629.0968883554904
541,-1692.7926788514171,-1752.0207304606317,-1686.5534131228608
542,-1654.0920036275902,-1812.5444962140589,-1718.4224135449656
543,-1773.225073027366,-1731.6755556845894,-1644.4808565397343
544,-1735.338479622329,-1698.2537000118139,-1676.986678791575
545,-2901.636099975576,-1777.8268872236588,-1744.7706545772446
546,-1723.214672819372,-3482.606101938361,-1681.881073193227
547,-1677.027362837724,-1666.9768766173163,-1703.3619567504318
548,-1678.9901579006614,-1683.5400043390862,-1675.4992000854797
549,-1686.5302775323112,-1706.750592623582,-1645.0793395865253
550,-1690.0195167457807,-1709.6978618738008,-1720.5044143439086
551,-1623.1063538742928,-1639.0378605604808,-1645.7595712963205
552,-1654.7060593563135,-1647.137167768853,-1665.021792659437
553,-1731.1210046234478,-1677.4658637234206,-1706.8255364231356
554,-1643.0535394419435,-1625.6369679834286,-1694.225139872424
555,-1703.9277461336173,-1712.8084156931018,-1687.8601100017324
556,-1764.7416867253344,-1778.9519386655545,-1900.5714844486606
557,-2668.7076603542628,-1845.75443728038,-1876.5138875084099
558,-1790.4796485933432,-1784.9116160940723,-1863.7948728066124
559,-1786.7743469870986,-1771.9687030220132,-1806.816211880549
560,-1852.4966496529426,-1825.7392615810863,-1836.1367204210915
561,-1737.3191288052312,-1756.0413857326932,-1870.0528851580393
562,-1821.879765482968,-1855.131144161018,-1880.334151225019
563,-1793.5615728407304,-1723.3308825785716,-6297.098292701275
564,-1782.6046809532472,-1802.033396482088,-1812.7980306406153
565,-1723.4384024865883,-1777.2954282918588,-1729.674110874555
566,-1776.6805182889968,-1709.4003936560866,-3265.890759532063
567,-1666.0395050412299,-1715.9356476379412,-1685.4608621998586
568,-1663.1850784158487,-1671.2575733583399,-1698.4501278064524
569,-1771.6184198043698,-1707.9158364781945,-1698.95286964119
570,-1704.6338343204932,-1683.5805530431242,-1698.2382690271452
571,-1652.8686505201229,-1682.6974149647885,-1738.7325762415167
572,-1688.6327590049414,-1763.5928456830832,-1660.7274386463948
573,-1689.9842246187004,-1647.8812810038414,-1676.4863430781872
574,-7379.422885862949,-1742.921502991249,-1676.858139167662
575,-1671.0236060260613,-1624.4583279088106,-1672.6060346763811
576,-1697.0626670729184,-1752.5171166989917,-1721.4420242746912
577,-1827.6338533815306,-1756.4054708670453,-1763.6364314281227
578,-1733.805723961654,-1715.6344921775183,-1735.191115958096
579,-1693.717234826794,-1689.8821094047337,-1777.4793992986024
580,-1717.7591847791043,-1748.8665715688815,-1689.141002056839
581,-1648.058996800477,-1644.3275280951098,-1669.8369796678403
582,-1660.797918469589,-1697.6029427643555,-1692.7128960861132
583,-1651.502870764202,-1712.3705928492786,-1645.1382577182233
584,-1736.2932746480362,-1662.2913708876567,-1698.427530192576
585,-1756.4443926670615,-1737.1433857954196,-1672.5811121159911
586,-1707.8676371932693,-1672.3573440396121,-1649.906518524981
587,-1704.137554492295,-1657.6962991687124,-1670.24372390318
588,-1669.8911224378876,-1762.7161328563266,-1709.834592605559
589,-1622.9023810653212,-1671.087632016728,-1646.0186633018466
590,-1641.9783881332362,-1663.3928432644072,-1678.9481221753483
591,-1628.4922026944266,-1619.4092510625367,-1688.9285072873959
592,-1670.0995465826174,-1658.8525229709003,-1716.317593198246
593,-1754.8394378532798,-1685.6184190836927,-1651.0251779984155
594,-1677.6159443536405,-1709.83196047907,-1618.7880521337686
595,-1602.0918619921756,-1577.1355691607216,-1637.1644840056615
596,-1608.3430817496921,-1626.6359757152334,-1678.1100789174639
597,-1602.0284186179429,-4291.290787680164,-1656.3022457429583
598,-1619.4491552120498,-1726.8538924822315,-1630.3918099633327
599,-1693.2042413913643,-1734.1057339803288,-1668.1029186704875
600,-1668.5167570951453,-1687.4472314626016,-1679.7281892623619
601,-1665.0619737094535,-1740.7288795271404,-1714.6728129784324
602,-1862.1449258195305,-1701.9238617941824,-1734.640230657566
603,-1766.4350338831623,-1720.098235597205,-1752.6415481369816
604,-1719.4046873806149,-1730.8044687248325,-1726.9494775760886
605,-1710.7462728170826,-1657.1236581985424,-1663.1226152956847
606,-1683.0405757996882,-1712.0265323077501,-1678.7786403556495
607,-1651.6318452061223,-1606.3379867343526,-3936.521545437052
608,-1734.0327857146378,-1644.7004454889677,-1632.7634472784532
609,-1658.7830936007597,-1640.8805563601056,-1710.942305271529
610,-1668.042925052757,-1678.415195282854,-1761.6749966453706
611,-8470.679143902407,-1711.2967403500995,-1637.8403285620604
612,-1601.8971252793995,-1714.3732063704297,-1684.7159619969939
613,-1617.9118223285122,-1661.4477600738833,-1734.9766301543157
614,-1601.2272553794896,-1691.087153671816,-1621.017792008095
615,-1744.5514703448305,-1696.6421330410917,-1646.2774066097056
616,-1709.941252922336,-1573.5181539274113,-1593.875339720969
617,-1604.7127542388766,-1736.4754878824406,-1626.3651871054456
618,-1660.6580318630552,-1686.7152398338583,-1709.713488664889
619,-1797.0971673507527,-1638.0152757561832,-1641.2604149401602
620,-1699.5707385365677,-1753.5403920541855,-1768.9632692801347
621,-1670.9306010102177,-8364.074526159273,-1727.5291688053128
622,-1605.8314798164974,-1678.882258783916,-1728.3442916066247
623,-1702.213745215671,-1629.777527906289,-1778.925726114175
624,-1759.3554635555329,-1614.2557324676545,-1702.1692647281404
625,-1824.9296743352904,-1714.9402512639203,-1927.448760311016
626,-1621.7848164103857,-1738.9523912846932,-1688.6642416351388
627,-1705.339397392709,-1661.9551468887269,-1719.2546700035173
628,-1762.4753042648808,-1689.5948057713765,-1671.6070931789136
629,-1754.1280886001005,-1716.113897448354,-1666.5819869907466
630,-1682.9887097798878,-1636.4057325753647,-1708.8190258637524
631,-1672.4340015385249,-1687.9078538644596,-1686.6069870505157
632,-1626.9472620925474,-1713.511852184841,-1643.7204139827334
633,-1745.6082248590517,-1690.0510758107773,-1748.6147329070443
634,-1782.2668682972117,-1754.1072021503703,-1782.100105498553
635,-1818.2315012585052,-1819.2355742097875,-1769.5713384497772
636,-1730.8994432638058,-1669.174221354111,-1687.1696830526685
637,-1723.9710615458507,-1704.2596219843754,-1764.3388427465336
638,-1714.566244305095,-1794.7302716482131,-1685.5055522715938
639,-1783.8990190929717,-1666.3810381963888,-1761.3101986218078
640,-1818.9219286636164,-1799.218872116629,-1812.6058022136588
641,-1776.3577509210363,-1943.499847617134,-7354.684285369376
642,-1769.0599800464245,-1793.9632176410826,-1785.102410151316
643,-8998.051820510915,-1868.3257960337503,-1825.0898571023429
644,-1722.0055355283898,-1695.8314389325972,-1704.255084403619
645,-1652.6711311521835,-1711.2193573546808,-1613.6980688445544
646,-1691.2473955099465,-1694.1819585048615,-1675.039888865421
647,-1686.9918511432122,-1714.7983410830404,-1743.9865947676583
648,-1693.7661891125056,-1668.0612642698352,-1646.2887459546191
649,-7259.420644032656,-2897.573644765785,-2940.4920633093707
650,-1801.988458968463,-1722.280485674268,-1774.4623187214627
651,-4631.106650665706,-3841.204199617975,-3829.4770569206667
652,-8359.691903870978,-1915.3848131795078,-1929.9324772916668
653,-1786.623165389178,-1808.5574753361645,-1688.9918383722534
654,-1804.9673630538286,-1752.6710854600217,-1744.4591727514407
655,-1654.4509736505952,-1721.9308440783489,-1605.5740755794081
656,-1655.9301235676594,-1670.9693412227514,-1725.1740601839535
657,-1694.5984416015638,-1725.0283381884028,-1701.2956408401149
658,-1707.0041986974727,-1786.381163889913,-1665.3929373416188
659,-1696.7973906800348,-1720.4596567208782,-1702.8844117060446
660,-1702.057664042821,-1692.2601098233292,-1668.092280567989
661,-1674.2782972982213,-1694.5391368365952,-1649.2418403533343
662,-1761.8665993553109,-1723.8334577748692,-1797.3078247302885
663,-1676.200490754132,-1793.9825030119205,-1723.8809735733419
664,-1722.740891598102,-1663.8103303842245,-1737.395187091805
665,-7098.3081810908125,-1686.318227512147,-1789.413773270524
666,-6821.550145588217,-1710.2075916928304,-1669.6168815590818
667,-1723.1547539421974,-1737.0503204271379,-1689.5880992351326
668,-1677.738276572458,-1641.77003672598,-1676.9600026273963
669,-1732.829800599428,-1693.3015630677423,-3773.813395834384
670,-1760.2788977410357,-1734.1980786367747,-1731.16211689429
671,-1718.7447570079541,-1718.0612382736963,-1712.1493079671932
672,-1761.7109498199923,-1707.8449620333247,-1686.9545576075802
673,-1661.2543835283134,-1747.9111788988102,-1725.7029587833324
674,-9522.13087557468,-1702.4350717190755,-1735.6887038897728
675,-6343.039426802216,-1853.715233717798,-1736.817599391011
676,-1823.9451103004662,-1859.1521654197084,-1880.021038022376
677,-1721.4374453568462,-3969.4166685514533,-1727.521418880478
678,-1706.6242258219277,-1674.3415411987044,-1700.2315600275642
679,-1698.4806684257223,-1684.5302267752948,-1696.0393005645037
680,-1681.3763999535404,-1688.9964957364975,-1704.3055283879755
681,-1659.0806597688106,-1753.163738038684,-1679.4788925636014
682,-1696.7753768471396,-1703.0855667275582,-1723.3494012319165
683,-1601.6729255562886,-1683.0339709864763,-1749.2263406456836
684,-1671.682530713316,-1710.2803916359242,-1686.1186028335392
685,-1661.198474428149,-1681.7380283570183,-1642.8270170303938
686,-1705.7054939725376,-1630.735025434566,-1648.0055755504975
687,-1745.5403814953286,-1629.7879175299247,-1679.0248514740765
688,-1665.0288207383906,-1673.8489570457932,-1739.7982718018172
689,-1686.2293887501928,-1722.2930216918508,-1749.9216125947721
690,-1719.8715688171387,-1763.082253170814,-1691.4185169669545
691,-1628.2194614753491,-1820.0907456247317,-1873.6082520419588
692,-1762.8104090651025,-1758.062126190909,-1745.9820561919482
693,-1719.3197373227572,-1779.716554113553,-3850.7293972625143
694,-1728.6458506476292,-1721.4758796330552,-1823.0700426736794
695,-1730.4099205313023,-1762.8928518434204,-1723.2752166737253
696,-1698.4189931901333,-1800.7761429644959,-1707.1641573909592
697,-1784.3549226814116,-1763.0044456840164,-1754.967027732075
698,-1764.1676786014195,-1732.7558570180713,-1585.3550043107946
699,-4997.653871223436,-1682.9099675239102,-1768.6428087399913
700,-1625.8838792658237,-1678.739090164926,-1683.769337983544
701,-1643.705792110514,-1771.6443129191803,-1683.3443094318045
702,-1639.1949449115784,-1656.931093964588,-1738.9677849189188
703,-1638.133510093629,-1713.5301118136179,-1759.1703119157833
704,-1740.4426769791578,-1777.2743737655046,-1742.130718247571
705,-1793.5007931944865,-1679.5825578327037,-1721.1935268314096
706,-1749.7056864191568,-1744.5217831461969,-1711.0163363408874
707,-1721.8674383178054,-1818.7280134543107,-1820.0914505223816
708,-1790.4930752669557,-1792.2112498301017,-1804.8576969211433
709,-1820.7521420380735,-1828.0523404103558,-1820.4554177704917
710,-1715.0433684050647,-1684.414780933871,-1651.472869891674
711,-1605.6133539067039,-1672.6936247022957,-1696.7967927558466
712,-1730.3108030592791,-1778.606099851456,-1748.7874904238688
713,-1745.0546147668776,-1876.958408487847,-1864.505814341126
714,-1715.644040545297,-1688.968363481805,-1736.885507536433
715,-1688.124227356873,-1697.0740955332892,-1774.3228214342807
716,-1702.6323698030906,-1775.3887936711428,-1773.723546472159
717,-1739.4379753068688,-1772.2333869768493,-1717.9962483454553
718,-1710.9709979108882,-2088.493963283948,-1708.3468456230971
719,-1723.456037273112,-1701.5281512273737,-1727.439440238014
720,-1797.847785571871,-1771.3533559636683,-1727.7239305249266
721,-1739.448564671629,-1788.3871845869958,-1802.4330615828003
722,-1809.5679941383696,-1727.8151734161042,-1782.6665966078738
723,-3924.571513912251,-1712.5454267791363,-1706.990187905103
724,-1761.979267563411,-1769.8411458133346,-1761.8476205442603
725,-1808.6030303345206,-1692.3724749752532,-1826.0785661609589
726,-1879.2681180582608,-1810.721345352065,-1800.8284158400556
727,-1748.3169474227223,-1796.090838814135,-1750.912661337127
728,-1844.3637325257675,-1808.0972616224085,-1902.8622517576648
729,-1698.5471172464124,-1794.7579428225906,-1786.2671894022506
730,-1786.5745846618522,-1755.2007207124427,-1790.525391660975
731,-1849.7701965730823,-1718.568122615309,-1766.045092681571
732,-1747.4818318066082,-1661.92453600099,-1666.8180980229727
733,-1708.104782839433,-1682.7811707991677,-1739.360317472512
734,-1757.5067892944105,-1687.7897742009743,-1659.0439195933814
735,-1679.2662637347953,-1675.4664304240098,-1700.0736565925447
736,-1655.7887197452155,-1733.790157957873,-1643.6182432067683
737,-1708.5309979374683,-1752.4259528185814,-1730.7442494187965
738,-1607.487837441074,-1653.4444260777461,-1608.2599430951452
739,-1737.2294211589597,-1599.6846722648102,-1606.89325775362
740,-1664.624929232531,-4530.60581362128,-1711.471140646059
741,-1706.3525314860528,-1754.269132047227,-1687.3398498089407
742,-1740.3493243989394,-1748.578639352553,-1658.1877796651825
743,-1653.446179707288,-1697.8778520098617,-1780.574710477354
744,-1691.5769691143341,-1591.3611044786173,-1668.3013341524575
745,-1629.0314644574605,-1766.0076550360307,-1815.619250883477
746,-7460.387787056894,-1767.4239467252019,-1764.45616597365
747,-1726.9666311788285,-1768.5195932784195,-1808.5560456255766
748,-1713.2831846604463,-1730.747567660073,-1692.025141728521
749,-7571.133890594376,-1734.6914507452275,-1705.0808987795788
750,-8751.742085185537,-8599.525636153876,-8872.864079939252
751,-1744.182663325805,-1728.4852365617826,-1729.2140808810677
752,-1649.0747915408974,-1639.774836119864,-1680.7741519133929
753,-1727.050481161263,-1684.097579432116,-1707.3756289249982
754,-1742.2772606332833,-1775.9044003443232,-7315.554367794001
755,-1768.531252546847,-1789.491754590446,-1851.9076430711857
756,-1793.702449997719,-1775.7550659535539,-1711.1640812218604
757,-1853.1075940342573,-1787.574266101118,-1808.6937930374945
758,-1698.2132874444176,-1774.402028037549,-1744.7804543182963
759,-1719.3453528270175,-1704.3505371995257,-1718.4056923325563
760,-1707.4298933764162,-1663.9568779101576,-1726.5815445727862
761,-1610.384990994265,-1721.6321059966342,-1704.3463965418066
762,-1782.5409304703585,-1761.9587274348632,-1735.0267354843302
763,-1682.4292404473606,-1662.2495978037375,-1714.169175084731
764,-1830.844614099367,-1713.003863647948,-1769.3670454811763
765,-1755.7444218900703,-1837.092257010712,-1808.152329343127
766,-1767.2636633843351,-1799.4440810266385,-1781.175161589916
767,-1738.2174176180756,-1727.6938484022526,-1764.3862674758634
768,-1699.8817966354445,-1726.4061618170049,-1704.6987848924068
769,-1653.5556961731265,-1775.1059350386404,-1693.6043505167388
770,-9189.110569099912,-1680.5880647214751,-1736.4715689492396
771,-1807.7938525509903,-1845.8716548205446,-1807.186006174097
772,-1766.4349910620858,-1710.5206591529895,-1713.9761470632584
773,-1764.0446235741404,-1715.5588012475152,-1691.6738869830003
774,-1741.3210165675653,-1692.122577530651,-1656.21867718177
775,-1686.1731656029156,-1759.0556542707725,-1846.8593440959175
776,-1829.1762355399396,-1791.4665540255696,-1759.7473883349435
777,-1706.773263325257,-1716.8125667591319,-1725.9371111315002
778,-1666.915718609286,-1730.2911485910072,-1600.4782884513902
779,-1765.0296689977145,-1809.5080690058771,-1675.4166968396032
780,-1731.1022389161562,-1718.1777145103106,-1749.2446645966684
781,-1816.535908204667,-1776.9139340177449,-1807.5175911965125
782,-1799.8073703567363,-1777.4797119051634,-1886.7457505716495
783,-1786.1500989946428,-1693.555575108807,-1790.8304540268148
784,-1814.1676184955961,-1825.5208783087317,-1834.5654109503282
785,-1732.3371555204135,-1749.3146811722645,-1808.6220630908867
786,-1720.3494759291586,-1727.1839860215262,-1757.0128729481594
787,-1712.6816728426236,-1744.8195177263203,-1702.2220700540042
788,-1680.8460466762326,-1715.2991140491654,-1724.5422258207163
789,-1651.8881152679967,-1681.6217018539146,-1662.7724901846032
790,-1683.0533075739793,-6652.090251722605,-1676.4553084623735
791,-1678.1130011029509,-1675.4572325644142,-1688.0805041900403
792,-1681.4585297177503,-1629.5257830555597,-1682.8621496755175
793,-1614.0694692466782,-1681.945845355414,-1791.9658453145682
794,-1758.9885544050992,-1747.3316904783544,-1782.3099792279702
795,-1837.0289814355078,-1828.1267001802419,-1747.9421246848922
796,-1749.1580437673827,-1777.720230382236,-1807.799291348966
797,-1713.6507161913632,-1689.61716748058,-1724.158209048063
798,-1716.5929667491707,-1733.3086351789202,-1852.9605390409417
799,-1738.169147661008,-1615.0723198395533,-1700.2184735624094
800,-1667.2339233348737,-1737.148791474905,-1682.8419837663016
801,-1740.1541398597674,-1817.428986040007,-1718.984749008852
802,-1787.6535880267988,-1730.0706249617685,-1833.6428357212517
803,-1760.630391273149,-1701.6148480347172,-1679.6201553290755
804,-1764.467084516406,-1715.2190673390576,-1792.458118478541
805,-1768.2358384076356,-1742.4049536258003,-1679.41548872249
806,-1713.551266944965,-1705.7808780730447,-1701.4028104112597
807,-1631.6759985651947,-1636.7503950434536,-1665.8814326371405
808,-1644.3955600734653,-1687.736236913145,-1621.692972453746
809,-1685.8820698135064,-2553.0725718032427,-1638.957177349493
810,-1610.6572889461293,-1725.3499761713351,-1643.6055024741017
811,-1672.0344359406158,-1677.9380063710146,-1676.9899641080822
812,-1710.0695093378868,-2758.167089585433,-1713.6067991202897
813,-1744.8963653168373,-1727.4222919232536,-1753.6472262201328
814,-1683.8530901385993,-1799.9186083342659,-1664.8192979557589
815,-1593.092782454546,-1703.8405738741149,-1682.6902754356465
816,-1683.9602209801876,-2575.375714531214,-1676.0842749982444
817,-6440.678787207356,-1755.8837627470703,-5832.574407264852
818,-1597.0203444236017,-1680.5110126082025,-1614.641097763928
819,-1659.3881693283515,-1734.1177843644189,-1677.9243945444832
820,-1661.4003703914725,-1690.0996027143065,-1689.9290812130957
821,-1829.1459741534686,-1826.362248300464,-3777.204230760997
822,-1786.8255365516575,-1755.423546652708,-1788.9470510004837
823,-1796.2129191560896,-1803.1397681351298,-1764.079505265897
824,-1766.7406579948913,-1748.9095912132145,-1772.391647262988
825,-1732.0261558375307,-1725.676505615339,-1635.7759900359001
826,-1698.8877956302333,-1703.9197557137268,-1669.110549429474
827,-1640.1783247026963,-1684.359317213755,-1662.1214831818481
828,-1731.440909757594,-1721.6547939466977,-1662.5957273094643
829,-1739.58555671472,-1770.406333164693,-1712.1646227694932
830,-1709.5377180823023,-1617.2939757684187,-1723.837782592067
831,-1730.381632386438,-1694.9259681451479,-1624.8023475115713
832,-1677.0793254808957,-1642.5695815664021,-1691.5943673583272
833,-1809.8236896720398,-1681.2850039806387,-1719.5552805126638
834,-1847.3766652455577,-1827.8162072134248,-1800.9421652236692
835,-1787.3166514390246,-1703.3699749866787,-1733.279381219506
836,-1733.758662017789,-1746.5756679286824,-1696.997371706652
837,-1708.9110056583113,-1790.0685647064893,-1743.9274994016544
838,-1783.1873622774463,-1862.4881659322289,-1725.260609614684
839,-1855.5756069941613,-1761.8980043854149,-1795.0481621480315
840,-1815.3994827528554,-1782.0471849768971,-1764.6370663534105
841,-1694.6580426980331,-1742.525194689599,-1736.0256390203108
842,-1772.7033670812086,-1765.5615323531342,-1610.9727432544032
843,-1805.7899480583735,-1743.053779817632,-1731.1734324228062
844,-1701.2824242998145,-1685.3464495872302,-1754.610337416674
845,-1728.2339536289198,-1759.4806180440532,-1784.5782622894615
846,-1641.252218838948,-1624.428651351436,-1739.1068003963167
847,-1752.7314454836958,-1749.6084265659688,-1714.2232665418396
848,-1765.0879993269868,-1703.6671945683913,-1719.1899721881011
849,-1703.824735933444,-1803.5857854648327,-1739.137862687088
850,-1758.4363529559118,-1773.330506536893,-1748.3504408749318
851,-1817.0585832651607,-1888.7352700846411,-1808.6442114716685
852,-1741.3715738289575,-1808.5380052306737,-1767.4048237634033
853,-1728.6435198741408,-1744.8032733987693,-1794.3066781915409
854,-1681.456544009761,-1693.914919823333,-1765.3573134367898
855,-1659.334262782111,-1688.232784554454,-1705.0449279378095
856,-1703.9602622883297,-1616.7225295047435,-1673.1315400822518
857,-1694.7843755838771,-1623.0603990540571,-1722.048140978451
858,-1710.0205624454156,-1748.2096985098094,-1688.2762315875361
859,-1704.5614195285223,-1705.741698006093,-1692.340955699508
860,-1637.011413267858,-1652.5687018621124,-1669.5217378801126
861,-1728.7508401788073,-1773.443111508833,-1712.6128032977765
862,-1640.5944731290156,-1724.1072221958996,-1711.5946521174783
863,-1651.944084679847,-1712.2207861083841,-1639.318730189358
864,-1756.3913785356324,-1746.3947453332412,-1772.49011765014
865,-1909.4779686433578,-1904.1308205879757,-1844.9687694106767
866,-1891.7926257194438,-1720.8951559761224,-1816.981299670635
867,-1669.5380561540867,-1665.8482236376465,-1753.127447813974
868,-1645.3211224132365,-1708.7249797533532,-1665.5738003026038
869,-1690.4459042799037,-1692.5020576721702,-1680.7918474537792
870,-1629.744129561041,-1697.8809842225198,-1773.8106001400743
871,-1698.2313970651353,-1762.3719181446145,-1644.2762759174345
872,-1786.6202125020272,-1803.4282728801481,-1726.341341792284
873,-1704.2491494719354,-1743.4571385922977,-1730.5705880027745
874,-1681.3407039755275,-1683.5820557346415,-1709.6867168434735
875,-1676.1853934275125,-1673.5085479040374,-1748.71942198761
876,-1838.321134660034,-1738.2078040726853,-1776.1891798107833
877,-1677.570660292125,-1791.4457437946908,-1664.2845560720486
878,-1834.3569591567446,-1738.7452395933633,-1736.4044841440777
879,-5944.847711183017,-1679.2729351349965,-1801.2028852496742
880,-1740.8478773747336,-1671.6569737542927,-1751.8021827127557
881,-1723.2732327987178,-1703.2668342404565,-1693.3629343784553
882,-1822.5914218870719,-1723.0185236144102,-1688.8807261828783
883,-1681.1419893914438,-1724.9879110853242,-1683.288050825821
884,-1668.138677107506,-1686.7863837799405,-1686.3406649162139
885,-1660.532504436108,-1673.3306549164597,-1710.358533931201
886,-1812.0995346507634,-1687.56722836188,-1721.41740564069
887,-1740.028379972566,-1737.9747690764113,-1858.0299385377514
888,-1733.2073333770886,-1802.9227497694546,-1767.6778141280402
889,-1646.1670685155914,-1662.6706301545444,-1743.4328860254143
890,-1730.803013883758,-1628.6916701571674,-1673.6566518283928
891,-1674.637741827528,-1653.1090829726206,-1726.318763188427
892,-1642.2434833177952,-1762.0379378041544,-1675.5284377723158
893,-1666.3923190285695,-1682.1346670628411,-1696.4952952431477
894,-1677.3236340671397,-1674.6446250054803,-1671.8625651311131
895,-1659.6252117723966,-1700.3112613142616,-1646.3599606599334
896,-1667.5479282377294,-1692.6277247303572,-1720.9424616908714
897,-1660.795974438574,-1625.3372421117942,-1660.367959548296
